coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified,dzien_tygodnia,persons,person,places,organizations
,2021-06-04 02:21:33+00:00,,,,1,1400638826125606912,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@msarchange @cst_920 @__Lewica @KGawkowski @Radio_TOK_FM Polska poza Warszawą, podkarpackie zadupie mieszkanie 2 pokojowe 1500 zł. 3 tys polska klasa średnia 😆😆😆",https://twitter.com/WWiewwiorka/status/1400638826125606912,Fri Apr 02 06:46:50 +0000 2021,1377875113232769025,True,,333,21,424,0,,Monika,WWiewwiorka,307,,,False,Friday,[],,"['Polska', 'Warszawą', 'polska']",[]
,2021-06-03 22:55:39+00:00,,,,0,1400587011875131392,,,,pl,,,,2,1.4003439950841528e+18,DiMarzio,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cześć polscy przyjaciele 👋 dzisiaj z nami Mateusz Wieteska, środkowy obrońca  Legii Warszawa⚽️ wersja 🇵🇱 na samym dole artykułu 👇

https://t.co/8uUBKveyTM",https://twitter.com/Cucciolina96251/status/1400587011875131392,Sat Jul 20 13:26:26 +0000 2019,1152570459835252737,True,,432910,257,3522,7,,Cucciolina9625,Cucciolina96251,321572,,,False,Thursday,[],Mateusz Wieteska,['polscy'],['Legii Warszawa']
,2021-06-04 05:24:50+00:00,,,,1,1400684950316367874,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@msarchange @cst_920 @__Lewica @KGawkowski @Radio_TOK_FM A wiesz ze poza Warszawa tez jest drogo jak diabli.,https://twitter.com/OdziejAdrian/status/1400684950316367874,Sun May 24 15:59:56 +0000 2015,3296663787,False,,238,15,295,2,,Adrian Kołodziej,OdziejAdrian,3247,,,False,Friday,[],,['Warszawa'],[]
,2021-06-03 22:46:03+00:00,,,,0,1400584595930759172,MaguaWyandot,1.4003976153138504e+18,577949318.0,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@MaguaWyandot @Bekartsmekart @rafalhubert @UKSW_Warszawa To faktycznie prawdopodobienstwo wysokie bylo 😉,https://twitter.com/jkorzeniewski14/status/1400584595930759172,Fri Jul 29 07:26:58 +0000 2016,758926775250399232,True,Ronin. Szukam miejsca gdzie człowiek człowiekowi nie jest wilkiem,21254,41,187,2,,Starsza Gwardia,jkorzeniewski14,13446,,,False,Thursday,[],,[],[]
,2021-06-04 05:02:04+00:00,KorkometrWARSZAWA Korkometr Traffic AutoMapaAlert Korek Utrudnienia,https://twitter.com/AutoMapa/status/1400679220230168577/photo/1,,0,1400679220230168577,,,,pl,,0.0,,0,,,"<a href=""https://www.korkometr.pl"" rel=""nofollow"">KorkometrPL</a>","Dzień dobry .@warszawa!
Oto aktualny #KorkometrWARSZAWA

⚠️ #Korkometr: 2/12
🕖 Godzina: 07:00
🚦Aktualne czasy dojazdu do Centrum

#Traffic #AutoMapaAlert #Korek #Utrudnienia 
.@tvnwarszawa .@rdcpolskieradio .@GazetaStoleczna https://t.co/66gCljyJsN",https://twitter.com/AutoMapa/status/1400679220230168577,Thu Apr 23 08:29:11 +0000 2009,34567578,False,"Oficjalny profil AutoMapy - najpopularniejszego polskiego programu do nawigacji. Ominiemy z Tobą korki, ostrzeżemy przed radarami. #Korkometr #Nawigacja #AutoCB",439,1906,139,18,Polska,AutoMapa,AutoMapa,62353,,https://www.automapa.pl,False,Friday,[],"#KorkometrWARSZAWA, #Korkometr",[],['Centrum']
,2021-06-03 22:41:44+00:00,StandWithBelarus,https://twitter.com/MichalSzczerba/status/1400509272979615746/photo/1,,0,1400583509144748037,,,,pl,,0.0,,96,1.4005092729796155e+18,MichalSzczerba,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Warszawa czeka na @Tsihanouskaya. #StandWithBelarus https://t.co/NSCx89TdY7,https://twitter.com/ZenonIksinski/status/1400583509144748037,Mon Jul 24 08:20:23 +0000 2017,889399849938038784,False,Polak zdecydowanie GORSZEGO SORTU ***** *** #SilniRazem #PADisBAD #Trzaskowski2020 #StopPolexit,136826,1772,4204,0,,***** *** Zenon #SilniRazem #PADisBAD,ZenonIksinski,121675,,,False,Thursday,[],#StandWithBelarus,['Warszawa'],[]
,2021-06-04 01:10:03+00:00,regiowyniki,,http://regiowyniki.pl/mecz/40704/Pilka_Nozna/Mazowieckie/Klasa_A/Warszawa_I/,0,1400620832221806594,,,,pl,,0.0,,0,,,"<a href=""http://regiowyniki.pl"" rel=""nofollow"">Mecze</a>","LIVE! niedziela, Mazowieckie - Klasa A - Warszawa I, ŁKS Łochów - Wkra Pomiechówek https://t.co/2nmubrwQyn #regiowyniki",https://twitter.com/regiowyniki/status/1400620832221806594,Wed Apr 17 21:00:49 +0000 2013,1360367431,False,"Obstawiam, oglądam, czasem zarządzam ⚽️ Sport 24h",2291,1261,800,9,Polska,Przemek Kośmider,regiowyniki,33989,,http://regiowyniki.pl,False,Friday,[],,"['Mazowieckie', 'Warszawa']",['ŁKS Łochów - Wkra Pomiechówek']
,2021-06-03 23:41:12+00:00,,,"https://warszawa.wyborcza.pl/warszawa/7,54420,27138460.html",0,1400598471342792706,,,,pl,,0.0,,41,1.4003924285746747e+18,Bart_Wielinski,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Chińskie kamery na willi @AndrzejDuda. ""Ryzyko inwigilacji ze strony Pekinu"" https://t.co/jTu9NPl8zb",https://twitter.com/ikropka2/status/1400598471342792706,Mon Nov 09 20:04:51 +0000 2015,4151423853,False,"#ateizm Religia to przekonanie, że nie wszystko podlega prawom chemii i fizyki. Każda wiara więc to bzdura, bo głosi istnienie zjawisk/istot poza tymi prawami.",229228,3850,3571,3,,"Agata Nowak, prawicowość to zaduch i obskurantyzm",ikropka2,151538,,,False,Thursday,[],,"['Chińskie', 'Pekinu']",[]
,2021-06-04 05:44:19+00:00,,,https://ift.tt/3vPGA4N,1,1400689854594310144,,,,pl,,0.0,,0,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","🔄 Zmiany w komunikacji: 116, 119, 166, 195, 501, 503, 519, 522, E-2 https://t.co/jG6Oc2DJKE",https://twitter.com/WTP_Warszawa/status/1400689854594310144,Wed Aug 28 13:39:39 +0000 2013,1707334088,False,Warszawski Transport Publiczny - oficjalny profil prowadzony przez Zarząd Transportu Miejskiego,1843,30650,105,140,"Warszawa, Polska",WTP Warszawa,WTP_Warszawa,35377,,http://www.wtp.waw.pl,False,Friday,[],,[],[]
,2021-06-04 00:14:03+00:00,,,,0,1400606738567553026,,,,pl,,,,5,1.3999557387856896e+18,paparchfoto,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","2 czerwca 1979 r. rozpoczęła się I pielgrzymka papieża Jana Pawła II do Polski. Na zdjęciu Jan Paweł II wygłasza homilię podczas mszy św. odprawianej na placu Zwycięstwa. Warszawa, 2 czerwca 1979 r. https://t.co/6XQ2mhsSKl",https://twitter.com/Net2Ayurveda/status/1400606738567553026,Sun Nov 15 09:40:38 +0000 2015,4192961459,False,,147198,1841,4994,422,,DeinAyurvedaNet2,Net2Ayurveda,758633,,,False,Friday,[],"Jana Pawła II, Jan Paweł II","['Polski', 'Warszawa']",[]
,2021-06-03 22:46:50+00:00,,,,0,1400584792006070277,PiotrSieniawski,1.4003658828245934e+18,2303219025.0,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@PiotrSieniawski @Bekartsmekart @rafalhubert @UKSW_Warszawa Z 2 metrów,https://twitter.com/jkorzeniewski14/status/1400584792006070277,Fri Jul 29 07:26:58 +0000 2016,758926775250399232,True,Ronin. Szukam miejsca gdzie człowiek człowiekowi nie jest wilkiem,21254,41,187,2,,Starsza Gwardia,jkorzeniewski14,13446,,,False,Thursday,[],,[],[]
,2021-06-03 22:59:33+00:00,,,,1,1400587989739319305,BorkowskMarek,1.400495074811814e+18,2773575286.0,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@BorkowskMarek @warszawa @PORP_Warszawa @halinow Będę obowiązkowo!!,https://twitter.com/Lazienkowska3/status/1400587989739319305,Mon Aug 25 18:22:22 +0000 2014,2767408315,False,,7815,130,570,1,"Warszawa, Polska",(L),Lazienkowska3,10385,,,False,Thursday,[],@halinow,[],[]
,2021-06-04 05:43:23+00:00,Tegodnia orlen lotto mazowsze muzeum warszawa warsaw kultura sport wystawa,https://twitter.com/MuzeumSportu/status/1400689620539555841/photo/1,,4,1400689620539555841,,,,pl,,0.0,,2,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","📆#Tegodnia 7️⃣7️⃣ LAT TEMU

W KL Auschwitz zmarł z wycieńczenia Bronisław Czech, najwszechstronniejszy polski narciarz w okresie międzywojennym, trzykrotny olimpijczyk, taternik, ratownik górski.

#orlen #lotto #mazowsze #muzeum #warszawa #warsaw #kultura #sport #wystawa https://t.co/eyLZsPQQDW",https://twitter.com/MuzeumSportu/status/1400689620539555841,Mon Jan 18 08:29:22 +0000 2016,4823351577,False,🔰 Muzeum Sportu i Turystyki w Warszawie ukazuje historię polskiego sportu oraz dzieje Igrzysk Olimpijskich. 🇵🇱,19198,1646,1025,8,"Warszawa, Polska",Muzeum Sportu,MuzeumSportu,6700,,http://www.muzeumsportu.waw.pl,False,Friday,[],"Bronisław Czech, #orlen","['KL', 'Auschwitz', 'polski', '#warszawa']",['#warsaw']
,2021-06-03 22:51:03+00:00,,,,0,1400585853882142724,,,,pl,,,,5,1.400512613491032e+18,warszawa,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dziś Trakt Królewski jest deptakiem.❤️ I tak w każdy weekend, aż do października❗ W tym roku strefa dla pieszych i rowerzystów obowiązuje również od ul. Chmielnej do ul. Senatorskiej. 🚲🚶‍♀
@WTP_Warszawa @ZDM_Warszawa https://t.co/fbupnb7uyO",https://twitter.com/kingamierzynska/status/1400585853882142724,Tue Apr 06 18:56:57 +0000 2010,130240559,False,"💡Prawnik & PRowiec
💡Propagator ochrony praw dzieci
💡Specjalista ds. komunikacji i SoMe
💡Lubię inspirować

⚖ @IDprawnika
👫 @DzieckoMaPrawo

#childrensrights",75739,4132,1282,38,"Warszawa, Polska",Kinga Mierzyńska,kingamierzynska,74329,,https://linktr.ee/kingamierzynska,False,Thursday,[],,[],[]
,2021-06-04 01:22:26+00:00,,,,0,1400623951181619207,,,,pl,,,,34,1.4005491572874404e+18,MichalSzczerba,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Mińsk - Warszawa wspólna sprawa. Przyjazd @Tsihanouskaya to Białorusinek i Białorusinów żyjących tu w @warszawa to okazja do spotkania zwyciężczyni wyborów prezydenckich. Liderki demokratycznej Białorusi! 🤍❤️🤍#StandWithBelarus #freePratasevich https://t.co/cpH4fQgz0I,https://twitter.com/MKTmagic/status/1400623951181619207,Fri Sep 04 10:04:34 +0000 2020,1301823402357870593,False,Do you hear the people sing? We sing our heart out for freedom in #MilkTeaAlliance Follow Milk Tea girls for the latest hits,552,1182,5,3,,Milk Tea Girls,MKTmagic,585,,,False,Friday,[],Białorusinek,"['Mińsk', 'Warszawa', 'Białorusinów', 'Białorusi']",[]
,2021-06-04 05:44:06+00:00,,,,0,1400689801335091200,,,,pl,,,,3,1.4005765691109376e+18,obpowsin,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","W weekend 26 - 27.06 zapraszamy na spacer z przewodnikiem pt.: ""Ptasim szlakiem"" 🙂

Informacje i zgłoszenia uczestnictwa ➡️ spacery@obpan.pl

#obpowsin #spacer #ptaki #ogródbotaniczny #Warszawa #ursynów #powsin https://t.co/JkAvHy9t5r",https://twitter.com/SKM_Warszawa/status/1400689801335091200,Fri Mar 06 08:13:37 +0000 2020,1235840861323145216,False,Informacje Biura Komunikacji Szybkiej Kolei Miejskiej w Warszawie. RT nie oznacza poparcia.,5434,1129,201,16,Warszawa,SKM_Warszawa,SKM_Warszawa,11969,,http://www.skm.warszawa.pl/,False,Friday,[],,"['Warszawa', 'ursynów']",[]
,2021-06-04 05:09:16+00:00,,,,0,1400681035713724418,,,,pl,,,,34,1.4005491572874404e+18,MichalSzczerba,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Mińsk - Warszawa wspólna sprawa. Przyjazd @Tsihanouskaya to Białorusinek i Białorusinów żyjących tu w @warszawa to okazja do spotkania zwyciężczyni wyborów prezydenckich. Liderki demokratycznej Białorusi! 🤍❤️🤍#StandWithBelarus #freePratasevich https://t.co/cpH4fQgz0I,https://twitter.com/PaweGrzegorczy1/status/1400681035713724418,Tue Dec 17 19:23:31 +0000 2013,2250864506,False,"ŚcieżkiBłęduSąRóżneINieskończone
władzaPis(opricznina)=żywa Korupcja 
(nacjonalizm, religia, resursy((imperium/dominium)), media, populus)
{wPRL:religia=ZSRR}",862809,7476,7979,13,,Anty bakiewicz Robert,PaweGrzegorczy1,635452,,,False,Friday,[],Białorusinek,"['Mińsk', 'Warszawa', 'Białorusinów', 'Białorusi']",[]
,2021-06-04 05:21:23+00:00,,,,0,1400684084024823809,Dariusz17798666,1.395449177535099e+18,1.285537342632145e+18,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Dariusz17798666 @K_Kielczewski @DamianOstr @trzaskowski_ @warszawa @ZDM_Warszawa @molszew77 @Marlena_Happach Jakimi zakupami z Centrum? Łaszki można przewieźć, a spożywkę w Centrum kupują okoliczni mieszkańcy i pracownicy.",https://twitter.com/baziau/status/1400684084024823809,Mon May 04 23:38:08 +0000 2009,37794665,False,,7173,105,252,0,"Strasbourg, France",Barbara,baziau,6118,,,False,Friday,[],@trzaskowski,[],"['@molszew77', 'Centrum', 'Centrum']"
,2021-06-03 23:30:55+00:00,,,https://poland.jobrat.net/2021/06/04/react-developer-mid-senior-100-zdalnie-warszawa/,0,1400595884837048320,,,,pl,,0.0,,0,,,"<a href=""http://poland.berardi.tv"" rel=""nofollow"">jobpoland</a>","React Developer (Mid./Senior)-100% zdalnie, Warszawa - https://t.co/sxSQ2g6tTK",https://twitter.com/jobpoland/status/1400595884837048320,Thu Sep 03 15:18:44 +0000 2015,3535189403,False,"Job Offers in Poland , always updated 365 days per year",0,2998,107,21,Polonia,Job in Poland,jobpoland,61688,,http://poland.berardi.tv,False,Thursday,[],,['Warszawa'],[]
,2021-06-03 22:10:24+00:00,,,,3,1400575624171950083,bobofrutas,1.40057245558494e+18,1.2860048330661233e+18,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@bobofrutas @farmerjanek @Karola_wamehIo @rem_tene @_blusiara Hmm, jaki przepis wydał kościół przyzwalający na te fobie ?
Czy w Warszawą Gdańskiem Wrocławiem Poznaniem rządzi kościół ? 
W rządzie sa wierzący rożnych wyznań agnostycy ateiści.
Daj dowody Twoich teorii.
Tylko bez skrinow z TVN pls",https://twitter.com/franek_timm/status/1400575624171950083,Tue Mar 26 00:16:27 +0000 2019,1110334664512884744,False,#DrugaZmiana RzeczypospolitaNarodów,53701,3684,860,7,,Franek TIMM,franek_timm,43281,,,False,Thursday,[],,"['@farmerjanek', 'Warszawą', 'Wrocławiem Poznaniem']",['TVN']
,2021-06-04 05:15:21+00:00,,,"https://warszawa.wyborcza.pl/warszawa/7,54420,27158566,mieszkan-w-warszawie-juz-nie-da-sie-kupic-jakie-jest-ryzyko.html",1,1400682566731042819,,,,pl,,0.0,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Koncerny przejmują rynek najmu w Warszawie?

https://t.co/QZQHLSoBci",https://twitter.com/GazetaStoleczna/status/1400682566731042819,Wed May 14 12:06:47 +0000 2014,2494096068,False,"Wyborcza Warszawa. Najlepsze i najszybsze wiadomości z Warszawy,
Agora S.A. przetwarza dane w związku z prowadzeniem profilu. Więcej: https://t.co/etuQfiKK9b",254,19221,365,152,,Wyborcza.pl Warszawa,GazetaStoleczna,40364,,http://warszawa.wyborcza.pl,False,Friday,[],https://t.co/QZQHLSoBci,['Warszawie'],[]
,2021-06-04 00:25:07+00:00,,,,0,1400609527112867842,StanPyrzanowski,1.3953260565136548e+18,3329093997.0,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@StanPyrzanowski @trzaskowski_ @warszawa @ZDM_Warszawa @molszew77 @Marlena_Happach Wybierz się tam samochodem o 16:30-17:00 i wtedy zmienisz zdanie ale koniecznie zacznij podróż na początku przy lopuszanskiej i „jedz” w stronę stadionu narodowego.,https://twitter.com/uzytkownikpolak/status/1400609527112867842,Fri Mar 23 00:51:25 +0000 2012,533699209,False,,287,6,19,0,,imie i nazwisko,uzytkownikpolak,49,,,False,Friday,[],@trzaskowski,['@StanPyrzanowski'],['@molszew77']
,2021-06-04 05:45:58+00:00,Tegodnia orlen lotto mazowsze muzeum warszawa warsaw kultura sport wystawa exibithion stolica kulturalnie olympic,https://twitter.com/MuzeumSportu/status/1400690268354064384/photo/1,,14,1400690268354064384,,,,pl,,0.0,,2,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","📆#Tegodnia 7️⃣0️⃣ LAT TEMU

W Nowem koło Grudziądza urodził się Bronisław Malinowski, lekkoatleta, mistrz olimpijski na 3 km z przeszkodami (1980).

📸 PAP

#orlen #lotto #mazowsze #muzeum #warszawa #warsaw #kultura #sport #wystawa #exibithion #stolica #kulturalnie #olympic https://t.co/NQuNkpl96b",https://twitter.com/MuzeumSportu/status/1400690268354064384,Mon Jan 18 08:29:22 +0000 2016,4823351577,False,🔰 Muzeum Sportu i Turystyki w Warszawie ukazuje historię polskiego sportu oraz dzieje Igrzysk Olimpijskich. 🇵🇱,19198,1646,1025,8,"Warszawa, Polska",Muzeum Sportu,MuzeumSportu,6700,,http://www.muzeumsportu.waw.pl,False,Friday,[],"Bronisław Malinowski, #orlen, #olympic","['Nowem', 'Grudziądza', '#warszawa']","['PAP', '#warsaw']"
